0.0	(5.65225184236e-05+0j)
0.001	(5.70160739689e-05+0j)
0.002	(5.751682263e-05+0j)
0.003	(5.8024918523e-05+0j)
0.004	(5.85405203362e-05+0j)
0.005	(5.90637915146e-05+0j)
0.006	(5.95949004559e-05+0j)
0.007	(6.01340207197e-05+0j)
0.008	(6.0681331251e-05+0j)
0.009	(6.12370166216e-05+0j)
0.01	(6.18012672929e-05+0j)
0.011	(6.23742799043e-05+0j)
0.012	(6.2956257595e-05+0j)
0.013	(6.35474103675e-05+0j)
0.014	(6.41479555067e-05+0j)
0.015	(6.47581180706e-05+0j)
0.016	(6.53781314778e-05+0j)
0.017	(6.60082382236e-05+0j)
0.018	(6.66486907707e-05+0j)
0.019	(6.72997526722e-05+0j)
0.02	(6.79617000124e-05+0j)
0.021	(6.86348232703e-05+0j)
0.022	(6.93194297556e-05+0j)
0.023	(7.00158468077e-05+0j)
0.024	(7.07244260146e-05+0j)
0.025	(7.14455487835e-05+0j)
0.026	(7.21796336987e-05+0j)
0.027	(7.29271462244e-05+0j)
0.028	(7.36886114731e-05+0j)
0.029	(7.44646309493e-05+0j)
0.03	(7.52559044251e-05+0j)
0.031	(7.60632583897e-05+0j)
0.032	(7.68876828687e-05+0j)
0.033	(7.77303788248e-05+0j)
0.034	(7.85928188399e-05+0j)
0.035	(7.94768243466e-05+0j)
0.036	(8.03846633253e-05+0j)
0.037	(8.13191731114e-05+0j)
0.038	(8.22839137647e-05+0j)
0.039	(8.32833583208e-05+0j)
0.04	(8.43231271684e-05+0j)
0.041	(8.54102747317e-05+0j)
0.042	(8.65536375631e-05+0j)
0.043	(8.77642538028e-05+0j)
0.044	(8.9055864684e-05+0j)
0.045	(9.04455092696e-05+0j)
0.046	(9.1954223801e-05+0j)
0.047	(9.3607856821e-05+0j)
0.048	(9.54380104586e-05+0j)
0.049	(9.74831168195e-05+0j)
0.05	(9.9789656148e-05+0j)
0.051	(0.000102413520191+0j)
0.052	(0.000105421519856+0j)
0.053	(0.000108893030701+0j)
0.054	(0.000112921762944+0j)
0.055	(0.000117617634485+0j)
0.056	(0.000123108715923+0j)
0.057	(0.000129543205794+0j)
0.058	(0.000137091382476+0j)
0.059	(0.00014594746663+0j)
0.06	(0.000156331315151+0j)
0.061	(0.000168489854772+0j)
0.062	(0.000182698151515+0j)
0.063	(0.00019926000166+0j)
0.064	(0.000218507921827+0j)
0.065	(0.000240802410908+0j)
0.066	(0.000266530356005+0j)
0.067	(0.00029610245912+0j)
0.068	(0.000329949571965+0j)
0.069	(0.000368517843812+0j)
0.07	(0.000412262612193+0j)
0.071	(0.000461640999048+0j)
0.072	(0.000517103215483+0j)
0.073	(0.000579082626488+0j)
0.074	(0.00064798468205+0j)
0.075	(0.000724174882014+0j)
0.076	(0.000807966007462+0j)
0.077	(0.000899604919521+0j)
0.078	(0.000999259295546+0j)
0.079	(0.00110700474072+0j)
0.08	(0.0012228127786+0j)
0.081	(0.00134654028631+0j)
0.082	(0.00147792099925+0j)
0.083	(0.00161655976932+0j)
0.084	(0.00176193032563+0j)
0.085	(0.0019133773716+0j)
0.086	(0.00207012397851+0j)
0.087	(0.00223128544735+0j)
0.088	(0.00239589118131+0j)
0.089	(0.00256291677951+0j)
0.09	(0.00273132978608+0j)
0.091	(0.00290015480927+0j)
0.092	(0.00306856807672+0j)
0.093	(0.00323604005453+0j)
0.094	(0.00340256226986+0j)
0.095	(0.0035690320321+0j)
0.096	(0.00373795388601+0j)
0.097	(0.00391482231935+0j)
0.098	(0.00411108304412+0j)
0.099	(0.00435104704188+0j)
0.1	(0.00468936336955+0j)
0.101	(0.00525576713878+0j)
0.102	(0.00632360258166+0j)
0.103	(0.0078091526958+0j)
0.104	(0.00755512474129+0j)
0.105	(0.00616628878105+0j)
0.106	(0.00536580068804+0j)
0.107	(0.00499613202158+0j)
0.108	(0.00482394743131+0j)
0.109	(0.00474844767601+0j)
0.11	(0.00472913904941+0j)
0.111	(0.00475008470921+0j)
