0.0	(0.000180289057257+0j)
0.001	(0.000186716860084+0j)
0.002	(0.000194302776443+0j)
0.003	(0.00020333637372+0j)
0.004	(0.00021417477182+0j)
0.005	(0.000227255951762+0j)
0.006	(0.000243113995725+0j)
0.007	(0.000262396361175+0j)
0.008	(0.000285883248001+0j)
0.009	(0.000314509058663+0j)
0.01	(0.000349385875621+0j)
0.011	(0.000391828786579+0j)
0.012	(0.000443382775803+0j)
0.013	(0.000505850769214+0j)
0.014	(0.000581322273432+0j)
0.015	(0.000672201887011+0j)
0.016	(0.000781236789762+0j)
0.017	(0.000911542138879+0j)
0.018	(0.00106662312576+0j)
0.019	(0.00125039228385+0j)
0.02	(0.00146718049589+0j)
0.021	(0.00172174004041+0j)
0.022	(0.0020192379547+0j)
0.023	(0.00236523798811+0j)
0.024	(0.00276566948805+0j)
0.025	(0.00322678171374+0j)
0.026	(0.00375508231921+0j)
0.027	(0.00435725909534+0j)
0.028	(0.00504008451414+0j)
0.029	(0.00581030317613+0j)
0.03	(0.00667450291859+0j)
0.031	(0.00763897108582+0j)
0.032	(0.00870953827648+0j)
0.033	(0.00989141274397+0j)
0.034	(0.0111890095081+0j)
0.035	(0.0126057791092+0j)
0.036	(0.0141440417717+0j)
0.037	(0.0158048335177+0j)
0.038	(0.0175877714674+0j)
0.039	(0.0194909461876+0j)
0.04	(0.0215108495396+0j)
0.041	(0.0236423471206+0j)
0.042	(0.025878705274+0j)
0.043	(0.0282116840756+0j)
0.044	(0.0306317102838+0j)
0.045	(0.033128148989+0j)
0.046	(0.0356897015045+0j)
0.047	(0.0383049734176+0j)
0.048	(0.040963287451+0j)
0.049	(0.0436558745207+0j)
0.05	(0.0463776917863+0j)
0.051	(0.0491303518207+0j)
0.052	(0.0519271494815+0j)
0.053	(0.0548023062913+0j)
0.054	(0.0578292741252+0j)
0.055	(0.0611599482098+0j)
0.056	(0.0651159652903+0j)
0.057	(0.0704186730788+0j)
0.058	(0.0787820536855+0j)
0.059	(0.0939349964337+0j)
0.06	(0.116102863344+0j)
0.061	(0.116065579491+0j)
0.062	(0.0966734879189+0j)
0.063	(0.0850583913363+0j)
0.064	(0.0798580631475+0j)
0.065	(0.077513800764+0j)
0.066	(0.0764261277012+0j)
0.067	(0.0759172492485+0j)
0.068	(0.0756799909328+0j)
0.069	(0.0755648977729+0j)
0.07	(0.0754953500899+0j)
0.071	(0.0754310595275+0j)
0.072	(0.0753512357819+0j)
0.073	(0.0752465038251+0j)
0.074	(0.0751151785899+0j)
0.075	(0.0749621379406+0j)
0.076	(0.074799807264+0j)
0.077	(0.0746516970754+0j)
0.078	(0.0745601843951+0j)
0.079	(0.0746027997978+0j)
0.08	(0.0749276581359+0j)
0.081	(0.075836083322+0j)
0.082	(0.0779903329502+0j)
0.083	(0.0829503523212+0j)
0.084	(0.094146252059+0j)
0.085	(0.112394290018+0j)
0.086	(0.111199370175+0j)
0.087	(0.0903934680423+0j)
0.088	(0.0766131918967+0j)
0.089	(0.0691259312659+0j)
0.09	(0.0645064616808+0j)
0.091	(0.0612046993564+0j)
0.092	(0.0585744622991+0j)
0.093	(0.0563343841587+0j)
0.094	(0.0543592591251+0j)
0.095	(0.0525969957778+0j)
0.096	(0.0510328149564+0j)
0.097	(0.04967244244+0j)
0.098	(0.048533527013+0j)
0.099	(0.0476408687148+0j)
0.1	(0.0470235172845+0j)
0.101	(0.0467128346735+0j)
0.102	(0.0467410759132+0j)
0.103	(0.0471402598804+0j)
0.104	(0.0479412096443+0j)
0.105	(0.0491726988765+0j)
0.106	(0.0508606725576+0j)
0.107	(0.0530275296449+0j)
0.108	(0.0556914691295+0j)
0.109	(0.0588659131629+0j)
0.11	(0.0625590354076+0j)
0.111	(0.0667734448423+0j)
0.112	(0.0715061156611+0j)
0.113	(0.0767487376059+0j)
0.114	(0.0824888513754+0j)
0.115	(0.0887126033467+0j)
0.116	(0.0954112049983+0j)
0.117	(0.102596727945+0j)
0.118	(0.110342734726+0j)
0.119	(0.118879372934+0j)
0.12	(0.128563900192+0j)
0.121	(0.137880788533+0j)
0.122	(0.144151963821+0j)
0.123	(0.150468738177+0j)
0.124	(0.157682484138+0j)
0.125	(0.165332395654+0j)
0.126	(0.173173563472+0j)
0.127	(0.181153625965+0j)
0.128	(0.189367893863+0j)
0.129	(0.198104241744+0j)
0.13	(0.208002584012+0j)
0.131	(0.220460013022+0j)
0.132	(0.238678740912+0j)
0.133	(0.270299568433+0j)
0.134	(0.329965562103+0j)
0.135	(0.398507466572+0j)
0.136	(0.363749709262+0j)
0.137	(0.296322229099+0j)
